,name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,desc_2,desc_3
711,Kona K7,Kona Farm Direct,Medium-Light,Hawai'i,Kona,Hawaii,17.61,91,2020-02-01,"Balanced, agreeably round and sweet-toned. Toffee, table grape, pecan, clover blossom, a hint of malted barley in aroma and cup. Very sweet, gently citrusy structure; buoyant, creamy mouthfeel. Pecan and malt last in a crisp finish. ","K7 is a variety of Arabica first developed in Kenya from trees of the famous French Bourbon variety. Processed by the washed method (fruit skin and pulp are removed before drying). Kraig and Leslie Lee have been growing and harvesting traditional Kona Coffee for over 25 years. In 2017 they introduced several distinguished new tree varieties to their 4.7 acre farm, including this one, which they are offering for the first time. Visit konafarmdirect.com for further information.","A pleasingly balanced cup, quiet, accessible and subtly original. "
712,Kona SL34,Kona Farm Direct,Medium-Light,Hawai'i,Kona,Hawaii,17.61,90,2020-02-01,"Crisply sweet, meadowy. Molasses, lilac, wheat grass, fresh cucumber, fresh-cut elm in aroma and cup. Delicately sweet-savory in structure; lightly syrupy in mouthfeel. Fresh, sweet, rather simple finish.","SL34 is a tree variety famously associated with the fine coffees of Kenya. This version was grown in Kona and processed by the washed method (fruit skin and pulp are removed before drying). Kraig and Leslie Lee have been growing and harvesting traditional Kona Coffee for over 25 years. In 2017 they introduced several distinguished new tree varieties to their 4.7 acre farm, including this one, which they are offering for the first time. Visit konafarmdirect.com for further information.","A fresh, sweet-toned cup: morning in a meadow."
713,Ethiopia Dimtu,Red Rooster Coffee Roaster,Medium-Light,United States,Hambela Wamena District,Guji Zone,6.17,95,2020-02-01,"Bright, balanced, aromatically nuanced. Nectarine, cocoa nib, star jasmine, sandalwood, a hint of lychee in aroma and cup. Sweetly tart structure with juicy acidity; lush, syrupy mouthfeel. A resonant, flavor-saturated finish fulfills the balanced, complete promise of the cup. ","Certified organic. Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the washed method (fruit skin and pulp are removed before drying). Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.","A lyrical washed-process Ethiopia cup: intricately balanced, complex, juicy, confident."
714,Kona Double-Washed Black Rock Farm,Paradise Roasters,Medium-Light,United States,Kona Growing Region,Big Island Of Hawai’I,5.86,92,2020-02-01,"Crisply sweet, deep-toned. Hazelnut butter, orange zest, baking chocolate, fresh-cut fir, freesia in aroma and cup. Sweet structure with crisp, citrusy acidity; smooth, satiny mouthfeel. Nut-toned finish with baking chocolate and orange zest as supporting notes.","Produced entirely of the Typica variety of Arabica and processed by a variation on the double-washed method involving fermentation, washing and a second soak in fresh water. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A solid Kona cup that leads with nut tones and bright, yet accessible, acidity."
715,Peru Aproselva,Lone Coffee,Medium,United States,Junin,Peru,4.41,90,2020-02-01,"Richly sweet, chocolaty. Chocolate fudge, scorched cedar, Brazil nut, raisin, lily in aroma and cup. Sweet-toned structure with gentle, round acidity; full satiny mouthfeel. Finish centers around deep chocolate and smoky aromatic wood notes.","Comprised of the Typica, Catimor, Bourbon, Caturra and Catuai varieties of Arabica and processed by the wet, or washed, method. Certified organic and Fair Trade. Lone Coffee is an Escondido, California-based specialty micro-roaster with an adjacent coffee shop, Kettle Coffee & Tea. Visit www.lonecoffee.com for more information.","A roast-toned, sweetly chocolaty Peru cup with dried fruit and floral notes throughout."
716,La Naranja Honduras,Lone Coffee,Medium-Light,United States,El Socorro,Comayagua Department,5.0,92,2020-04-01,"Rich-toned, deeply sweet. Milk chocolate, orange blossom, cedar, black tea, almond in aroma and cup. Sweet structure with quiet, gentle acidity; satiny-smooth mouthfeel. The resonant finish leads with notes of orange blossom in the short, cedar in the long, with chocolate throughout.","Produced by David Lopez of Finca Los Amigos. Orange peel was added to the tank during the ferment step of fruit removal. Lone Coffee is an Escondido, California-based specialty micro-roaster with an adjacent coffee shop, Kettle Coffee & Tea. Visit www.lonecoffee.com for more information.","A richly sweet, almost dessert-like Honduras coffee, fermented experimentally with orange peel."
717,Mexico FTO,Lone Coffee,Medium,United States,Motozintla De Mendoza,Chiapas State,5.0,90,2020-04-01,"Deep, chocolaty and citrus-toned. Baking chocolate, lemon zest, magnolia, oak, molasses in aroma and cup. Sweet-toned structure with gentle, round acidity; crisp though velvety mouthfeel. The finish centers around notes of baking chocolate and oak, with subtle floral undertones.","Fair trade and organic certified. From trees of the Bourbon, Caturra, and Catuaí varieties of Arabica and processed by the washed method (fruit skin and pulp are removed before drying). Lone Coffee is an Escondido, California-based specialty micro-roaster with an adjacent coffee shop, Kettle Coffee & Tea. Visit www.lonecoffee.com for more information.",An engagingly cocoa-toned Mexico cup with solid sustainable credentials.
718,Ethiopia Wush Wush,Revel Coffee,Light,United States,Sidama Growing Region,Southern Ethiopia,9.7,96,2020-04-01,"Richly aromatic, levitatingly high-toned. Lychee, passionfruit, dark chocolate, candied violet, sage in aroma and cup. Layered sweet-tart-savory structure with juicy, vibrant acidity; full, syrupy mouthfeel. The resonant finish centers around lychee, dark chocolate and sage.","This exceptional coffee was selected as the No. 10 coffee on Coffee Review’s list of the Top 30 Coffees of 2020. The coffee earned the highest rating in a cupping of coffees from roasters in the northwestern U.S. for Coffee Review’s April 2020 tasting report. Produced by smallholding farmers from trees of the rare indigenous Ethiopia Wush Wush variety of Arabica. Processed by fermenting the fresh coffee fruit in an oxygen-free environment before drying it in the whole fruit. Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount – a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.","A rare indigenous Ethiopia variety and a long, oxygen-suppressed fermentation results in an extraordinary cup: soaring, exotic, unique. "
719,Ethiopia Hassen Ware Akrabi,Indaba Coffee Roasters,Medium-Light,United States,Guji Zone,Oromia Region,6.61,94,2020-04-01,"Delicate, sweetly tart, intricately balanced. Apricot, maple syrup, star jasmine, cedar, almond brittle in aroma and cup. Balanced, sweet-tart structure with high-toned acidity; elegant, silky mouthfeel. The quiet finish consolidates to apricot and almond.","This coffee earned the second-highest rating in a cupping of coffees from roasters in the northwestern U.S. for Coffee Review’s April 2020 tasting report. Southern Ethiopia coffees like this one are produced from traditional, largely indigenous varieties of Arabica long grown in the region. This lot was processed by the wet or washed method (fruit skin and pulp are removed before drying). Indaba Coffee is a small family-owned business in the heart of Spokane, Washington whose mission is “radical hospitality.” Visit www.indabacoffee.com for more information.","A complex, floral-toned cup with a stone fruit throughline and nut brittle undertones."
720,Ethiopia Sidama Bombe Natural,Fire Ridge Coffee,Medium,United States,Jimma Zone,Oromia State,5.29,93,2020-04-01,"Cleanly fruit-forward. Ripe strawberry, bay (wood and leaf), cocoa nib, freesia-like flowers, pink peppercorn in aroma and cup. Sweet-savory structure with fruity acidity; plush, satiny mouthfeel. The finish is all strawberry, supported by notes of fresh-picked bay leaf.","This coffee tied for the third-highest rating in a cupping of coffees from roasters in the northwestern U.S. for Coffee Review’s April 2020 tasting report. Certified organic. Southern Ethiopia coffees like this one are largely produced from distinctive indigenous varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Fire Ridge Coffee is a small, family-owned roastery in Missoula, Montana devoted to responsible sourcing and careful roasting. Visit www.fireridgecoffee.com for more information.",A superb choice for those who like fruit-driven coffees without fermenty alcohol notes — berry tones are front and center.
721,Ethiopia Adame Garbota,Olympia Coffee Roasting,Medium-Light,United States,Yirgacheffe Growing Region,South-Central Ethiopia,5.0,93,2020-04-01,"Deep-toned, richly dry and pungent. Black tea, bergamot, baking chocolate, honeysuckle, oak in aroma and cup. Compelling bittersweet structure with crisp, citrusy acidity; tannic yet voluptuous mouthfeel. Baking chocolate and black tea carry the short finish, with bergamot and oak resurfacing in the long.","This coffee tied for the third-highest rating in a cupping of coffees from roasters in the northwestern U.S. for Coffee Review’s April 2020 tasting report. Produced by members of the Adame Garbota Cooperative and processed by the washed method (fruit skin and pulp are removed before drying). Olympia Coffee Roasting is a small-batch wholesale and retail roasting company with a youthful, no-nonsense style and a commitment to high-quality organic coffees. Visit www.olympiacoffee.com or call 360-753-0066 for more information.","A richly bracing cup with citrus and floral aromatics reminiscent of Earl Grey tea, but powerfully expressed in coffee terms."
722,Rwanda Bumbogo,Tony's Coffee,Medium-Light,United States,Gakenke,Northern Province,4.12,93,2020-04-01,"Crisply sweet, deep-toned. Cocoa nib, tangerine zest, magnolia, date, maple syrup in aroma and cup. Sweet structure with gentle, round acidity; full, syrupy mouthfeel. The finish consolidates to date and cocoa nib with a hint of tangerine zest.","This coffee tied for the third-highest rating in a cupping of coffees from roasters in the northwestern U.S. for Coffee Review’s April 2020 tasting report. Comprised entirely of local strains of the Bourbon variety of Arabica and processed by the wet, or washed, method at the Bumbogo washing station. Founded in 1971 in Bellingham, Washington, Tony’s Coffee is one of the earliest craft roasteries in the Pacific Northwest. Visit www.tonyscoffee.com for more information.","A fine Rwanda cup with deep sweetness animated by delicate fruit, floral and cocoa notes."
